UF;FAIXA_AGING_PEDIDO;DATA_ATUALIZACAO;QTE
AC;0-4 DIAS;2022-01-29;165
AC;0-4 DIAS;2022-01-30;136
AC;0-4 DIAS;2022-01-31;65
AC;0-4 DIAS;2022-02-01;96
AC;0-4 DIAS;2022-02-02;134
AC;0-4 DIAS;2022-02-03;167
AC;0-4 DIAS;2022-02-04;189
AC;0-4 DIAS;2022-02-05;203
AC;0-4 DIAS;2022-02-06;168
AC;0-4 DIAS;2022-02-07;156
AC;13-20 DIAS;2022-01-29;3
AC;13-20 DIAS;2022-01-30;4
AC;13-20 DIAS;2022-01-31;8
AC;13-20 DIAS;2022-02-01;7
AC;13-20 DIAS;2022-02-02;7
AC;13-20 DIAS;2022-02-03;8
AC;13-20 DIAS;2022-02-04;7
AC;13-20 DIAS;2022-02-05;6
AC;13-20 DIAS;2022-02-06;9
AC;13-20 DIAS;2022-02-07;8
AC;21-30 DIAS;2022-01-29;1
AC;21-30 DIAS;2022-01-30;1
AC;21-30 DIAS;2022-01-31;1
AC;21-30 DIAS;2022-02-03;1
AC;21-30 DIAS;2022-02-04;1
AC;21-30 DIAS;2022-02-05;2
AC;5-7 DIAS;2022-01-29;15
AC;5-7 DIAS;2022-01-30;17
AC;5-7 DIAS;2022-01-31;30
AC;5-7 DIAS;2022-02-01;24
AC;5-7 DIAS;2022-02-02;33
AC;5-7 DIAS;2022-02-03;27
AC;5-7 DIAS;2022-02-04;11
AC;5-7 DIAS;2022-02-05;18
AC;5-7 DIAS;2022-02-06;30
AC;5-7 DIAS;2022-02-07;37
AC;8-12 DIAS;2022-01-29;29
AC;8-12 DIAS;2022-01-30;24
AC;8-12 DIAS;2022-01-31;18
AC;8-12 DIAS;2022-02-01;12
AC;8-12 DIAS;2022-02-02;12
AC;8-12 DIAS;2022-02-03;14
AC;8-12 DIAS;2022-02-04;20
AC;8-12 DIAS;2022-02-05;23
AC;8-12 DIAS;2022-02-06;22
AC;8-12 DIAS;2022-02-07;15
AC;ACIMA DE 30 DIAS;2022-01-29;3
AC;ACIMA DE 30 DIAS;2022-01-30;3
AC;ACIMA DE 30 DIAS;2022-01-31;3
AC;ACIMA DE 30 DIAS;2022-02-01;3
AC;ACIMA DE 30 DIAS;2022-02-02;3
AC;ACIMA DE 30 DIAS;2022-02-03;3
AC;ACIMA DE 30 DIAS;2022-02-04;3
AC;ACIMA DE 30 DIAS;2022-02-05;3
AC;ACIMA DE 30 DIAS;2022-02-06;3
AC;ACIMA DE 30 DIAS;2022-02-07;3
AL;0-4 DIAS;2022-01-29;39
AL;0-4 DIAS;2022-01-30;29
AL;0-4 DIAS;2022-01-31;25
AL;0-4 DIAS;2022-02-01;30
AL;0-4 DIAS;2022-02-02;24
AL;0-4 DIAS;2022-02-03;31
AL;0-4 DIAS;2022-02-04;29
AL;0-4 DIAS;2022-02-05;40
AL;0-4 DIAS;2022-02-06;36
AL;0-4 DIAS;2022-02-07;32
AL;13-20 DIAS;2022-01-29;2
AL;13-20 DIAS;2022-01-30;2
AL;13-20 DIAS;2022-01-31;2
AL;13-20 DIAS;2022-02-01;2
AL;13-20 DIAS;2022-02-03;1
AL;13-20 DIAS;2022-02-04;2
AL;13-20 DIAS;2022-02-05;1
AL;13-20 DIAS;2022-02-06;1
AL;13-20 DIAS;2022-02-07;1
AL;21-30 DIAS;2022-01-29;4
AL;21-30 DIAS;2022-01-30;3
AL;21-30 DIAS;2022-01-31;3
AL;21-30 DIAS;2022-02-01;3
AL;21-30 DIAS;2022-02-02;4
AL;21-30 DIAS;2022-02-03;3
AL;21-30 DIAS;2022-02-04;1
AL;21-30 DIAS;2022-02-05;1
AL;21-30 DIAS;2022-02-06;1
AL;21-30 DIAS;2022-02-07;1
AL;5-7 DIAS;2022-01-29;12
AL;5-7 DIAS;2022-01-30;14
AL;5-7 DIAS;2022-01-31;18
AL;5-7 DIAS;2022-02-01;12
AL;5-7 DIAS;2022-02-02;13
AL;5-7 DIAS;2022-02-03;11
AL;5-7 DIAS;2022-02-04;6
AL;5-7 DIAS;2022-02-05;4
AL;5-7 DIAS;2022-02-06;2
AL;5-7 DIAS;2022-02-07;5
AL;8-12 DIAS;2022-01-29;4
AL;8-12 DIAS;2022-01-30;4
AL;8-12 DIAS;2022-01-31;4
AL;8-12 DIAS;2022-02-01;12
AL;8-12 DIAS;2022-02-02;12
AL;8-12 DIAS;2022-02-03;7
AL;8-12 DIAS;2022-02-04;8
AL;8-12 DIAS;2022-02-05;6
AL;8-12 DIAS;2022-02-06;10
AL;8-12 DIAS;2022-02-07;9
AL;ACIMA DE 30 DIAS;2022-01-29;2
AL;ACIMA DE 30 DIAS;2022-01-30;3
AL;ACIMA DE 30 DIAS;2022-01-31;3
AL;ACIMA DE 30 DIAS;2022-02-01;2
AL;ACIMA DE 30 DIAS;2022-02-02;1
AL;ACIMA DE 30 DIAS;2022-02-03;2
AL;ACIMA DE 30 DIAS;2022-02-04;1
AL;ACIMA DE 30 DIAS;2022-02-05;1
AL;ACIMA DE 30 DIAS;2022-02-06;1
AL;ACIMA DE 30 DIAS;2022-02-07;1
AM;0-4 DIAS;2022-01-29;525
AM;0-4 DIAS;2022-01-30;518
AM;0-4 DIAS;2022-01-31;475
AM;0-4 DIAS;2022-02-01;489
AM;0-4 DIAS;2022-02-02;481
AM;0-4 DIAS;2022-02-03;477
AM;0-4 DIAS;2022-02-04;508
AM;0-4 DIAS;2022-02-05;475
AM;0-4 DIAS;2022-02-06;482
AM;0-4 DIAS;2022-02-07;474
AM;13-20 DIAS;2022-01-29;37
AM;13-20 DIAS;2022-01-30;38
AM;13-20 DIAS;2022-01-31;48
AM;13-20 DIAS;2022-02-01;42
AM;13-20 DIAS;2022-02-02;43
AM;13-20 DIAS;2022-02-03;45
AM;13-20 DIAS;2022-02-04;39
AM;13-20 DIAS;2022-02-05;29
AM;13-20 DIAS;2022-02-06;36
AM;13-20 DIAS;2022-02-07;35
AM;21-30 DIAS;2022-01-29;9
AM;21-30 DIAS;2022-01-30;9
AM;21-30 DIAS;2022-01-31;11
AM;21-30 DIAS;2022-02-01;12
AM;21-30 DIAS;2022-02-02;14
AM;21-30 DIAS;2022-02-03;13
AM;21-30 DIAS;2022-02-04;15
AM;21-30 DIAS;2022-02-05;12
AM;21-30 DIAS;2022-02-06;9
AM;21-30 DIAS;2022-02-07;8
AM;5-7 DIAS;2022-01-29;45
AM;5-7 DIAS;2022-01-30;67
AM;5-7 DIAS;2022-01-31;123
AM;5-7 DIAS;2022-02-01;114
AM;5-7 DIAS;2022-02-02;128
AM;5-7 DIAS;2022-02-03;96
AM;5-7 DIAS;2022-02-04;58
AM;5-7 DIAS;2022-02-05;49
AM;5-7 DIAS;2022-02-06;53
AM;5-7 DIAS;2022-02-07;87
AM;8-12 DIAS;2022-01-29;93
AM;8-12 DIAS;2022-01-30;99
AM;8-12 DIAS;2022-01-31;85
AM;8-12 DIAS;2022-02-01;59
AM;8-12 DIAS;2022-02-02;71
AM;8-12 DIAS;2022-02-03;83
AM;8-12 DIAS;2022-02-04;84
AM;8-12 DIAS;2022-02-05;101
AM;8-12 DIAS;2022-02-06;95
AM;8-12 DIAS;2022-02-07;61
AM;ACIMA DE 30 DIAS;2022-01-29;20
AM;ACIMA DE 30 DIAS;2022-01-30;21
AM;ACIMA DE 30 DIAS;2022-01-31;22
AM;ACIMA DE 30 DIAS;2022-02-01;20
AM;ACIMA DE 30 DIAS;2022-02-02;20
AM;ACIMA DE 30 DIAS;2022-02-03;16
AM;ACIMA DE 30 DIAS;2022-02-04;15
AM;ACIMA DE 30 DIAS;2022-02-05;15
AM;ACIMA DE 30 DIAS;2022-02-06;15
AM;ACIMA DE 30 DIAS;2022-02-07;15
AP;0-4 DIAS;2022-01-29;127
AP;0-4 DIAS;2022-01-30;102
AP;0-4 DIAS;2022-01-31;98
AP;0-4 DIAS;2022-02-01;98
AP;0-4 DIAS;2022-02-02;113
AP;0-4 DIAS;2022-02-03;125
AP;0-4 DIAS;2022-02-04;127
AP;0-4 DIAS;2022-02-05;157
AP;0-4 DIAS;2022-02-06;139
AP;0-4 DIAS;2022-02-07;129
AP;13-20 DIAS;2022-01-29;5
AP;13-20 DIAS;2022-01-30;5
AP;13-20 DIAS;2022-01-31;6
AP;13-20 DIAS;2022-02-01;5
AP;13-20 DIAS;2022-02-02;4
AP;13-20 DIAS;2022-02-03;7
AP;13-20 DIAS;2022-02-04;5
AP;13-20 DIAS;2022-02-05;5
AP;13-20 DIAS;2022-02-06;6
AP;13-20 DIAS;2022-02-07;9
AP;21-30 DIAS;2022-02-04;1
AP;21-30 DIAS;2022-02-05;1
AP;21-30 DIAS;2022-02-06;1
AP;21-30 DIAS;2022-02-07;1
AP;5-7 DIAS;2022-01-29;9
AP;5-7 DIAS;2022-01-30;14
AP;5-7 DIAS;2022-01-31;20
AP;5-7 DIAS;2022-02-01;31
AP;5-7 DIAS;2022-02-02;34
AP;5-7 DIAS;2022-02-03;20
AP;5-7 DIAS;2022-02-04;8
AP;5-7 DIAS;2022-02-05;7
AP;5-7 DIAS;2022-02-06;15
AP;5-7 DIAS;2022-02-07;24
AP;8-12 DIAS;2022-01-29;14
AP;8-12 DIAS;2022-01-30;16
AP;8-12 DIAS;2022-01-31;15
AP;8-12 DIAS;2022-02-01;14
AP;8-12 DIAS;2022-02-02;15
AP;8-12 DIAS;2022-02-03;10
AP;8-12 DIAS;2022-02-04;14
AP;8-12 DIAS;2022-02-05;19
AP;8-12 DIAS;2022-02-06;18
AP;8-12 DIAS;2022-02-07;13
AP;ACIMA DE 30 DIAS;2022-01-29;3
AP;ACIMA DE 30 DIAS;2022-01-30;3
AP;ACIMA DE 30 DIAS;2022-01-31;3
AP;ACIMA DE 30 DIAS;2022-02-01;2
AP;ACIMA DE 30 DIAS;2022-02-02;2
AP;ACIMA DE 30 DIAS;2022-02-03;2
AP;ACIMA DE 30 DIAS;2022-02-04;2
AP;ACIMA DE 30 DIAS;2022-02-05;1
AP;ACIMA DE 30 DIAS;2022-02-06;1
AP;ACIMA DE 30 DIAS;2022-02-07;1
BA;0-4 DIAS;2022-01-29;954
BA;0-4 DIAS;2022-01-30;767
BA;0-4 DIAS;2022-01-31;664
BA;0-4 DIAS;2022-02-01;632
BA;0-4 DIAS;2022-02-02;702
BA;0-4 DIAS;2022-02-03;760
BA;0-4 DIAS;2022-02-04;832
BA;0-4 DIAS;2022-02-05;831
BA;0-4 DIAS;2022-02-06;748
BA;0-4 DIAS;2022-02-07;677
BA;13-20 DIAS;2022-01-29;73
BA;13-20 DIAS;2022-01-30;82
BA;13-20 DIAS;2022-01-31;98
BA;13-20 DIAS;2022-02-01;68
BA;13-20 DIAS;2022-02-02;67
BA;13-20 DIAS;2022-02-03;71
BA;13-20 DIAS;2022-02-04;70
BA;13-20 DIAS;2022-02-05;58
BA;13-20 DIAS;2022-02-06;72
BA;13-20 DIAS;2022-02-07;71
BA;21-30 DIAS;2022-01-29;33
BA;21-30 DIAS;2022-01-30;29
BA;21-30 DIAS;2022-01-31;34
BA;21-30 DIAS;2022-02-01;30
BA;21-30 DIAS;2022-02-02;34
BA;21-30 DIAS;2022-02-03;32
BA;21-30 DIAS;2022-02-04;25
BA;21-30 DIAS;2022-02-05;23
BA;21-30 DIAS;2022-02-06;19
BA;21-30 DIAS;2022-02-07;15
BA;5-7 DIAS;2022-01-29;120
BA;5-7 DIAS;2022-01-30;147
BA;5-7 DIAS;2022-01-31;234
BA;5-7 DIAS;2022-02-01;235
BA;5-7 DIAS;2022-02-02;232
BA;5-7 DIAS;2022-02-03;184
BA;5-7 DIAS;2022-02-04;101
BA;5-7 DIAS;2022-02-05;76
BA;5-7 DIAS;2022-02-06;118
BA;5-7 DIAS;2022-02-07;189
BA;8-12 DIAS;2022-01-29;158
BA;8-12 DIAS;2022-01-30;179
BA;8-12 DIAS;2022-01-31;163
BA;8-12 DIAS;2022-02-01;146
BA;8-12 DIAS;2022-02-02;150
BA;8-12 DIAS;2022-02-03;147
BA;8-12 DIAS;2022-02-04;162
BA;8-12 DIAS;2022-02-05;176
BA;8-12 DIAS;2022-02-06;170
BA;8-12 DIAS;2022-02-07;100
BA;ACIMA DE 30 DIAS;2022-01-29;50
BA;ACIMA DE 30 DIAS;2022-01-30;53
BA;ACIMA DE 30 DIAS;2022-01-31;54
BA;ACIMA DE 30 DIAS;2022-02-01;43
BA;ACIMA DE 30 DIAS;2022-02-02;36
BA;ACIMA DE 30 DIAS;2022-02-03;36
BA;ACIMA DE 30 DIAS;2022-02-04;30
BA;ACIMA DE 30 DIAS;2022-02-05;31
BA;ACIMA DE 30 DIAS;2022-02-06;32
BA;ACIMA DE 30 DIAS;2022-02-07;35
BA;SEM DATA DE ABERTURA;2022-01-29;3
BA;SEM DATA DE ABERTURA;2022-01-30;3
BA;SEM DATA DE ABERTURA;2022-01-31;3
BA;SEM DATA DE ABERTURA;2022-02-01;3
BA;SEM DATA DE ABERTURA;2022-02-02;10
BA;SEM DATA DE ABERTURA;2022-02-03;13
BA;SEM DATA DE ABERTURA;2022-02-04;16
BA;SEM DATA DE ABERTURA;2022-02-05;16
BA;SEM DATA DE ABERTURA;2022-02-06;16
BA;SEM DATA DE ABERTURA;2022-02-07;16
CE;0-4 DIAS;2022-01-29;354
CE;0-4 DIAS;2022-01-30;267
CE;0-4 DIAS;2022-01-31;228
CE;0-4 DIAS;2022-02-01;274
CE;0-4 DIAS;2022-02-02;325
CE;0-4 DIAS;2022-02-03;353
CE;0-4 DIAS;2022-02-04;327
CE;0-4 DIAS;2022-02-05;336
CE;0-4 DIAS;2022-02-06;330
CE;0-4 DIAS;2022-02-07;298
CE;13-20 DIAS;2022-01-29;17
CE;13-20 DIAS;2022-01-30;22
CE;13-20 DIAS;2022-01-31;33
CE;13-20 DIAS;2022-02-01;34
CE;13-20 DIAS;2022-02-02;40
CE;13-20 DIAS;2022-02-03;41
CE;13-20 DIAS;2022-02-04;39
CE;13-20 DIAS;2022-02-05;31
CE;13-20 DIAS;2022-02-06;32
CE;13-20 DIAS;2022-02-07;31
CE;21-30 DIAS;2022-01-29;9
CE;21-30 DIAS;2022-01-30;8
CE;21-30 DIAS;2022-01-31;9
CE;21-30 DIAS;2022-02-01;8
CE;21-30 DIAS;2022-02-02;6
CE;21-30 DIAS;2022-02-03;6
CE;21-30 DIAS;2022-02-04;7
CE;21-30 DIAS;2022-02-05;8
CE;21-30 DIAS;2022-02-06;5
CE;21-30 DIAS;2022-02-07;6
CE;5-7 DIAS;2022-01-29;31
CE;5-7 DIAS;2022-01-30;47
CE;5-7 DIAS;2022-01-31;89
CE;5-7 DIAS;2022-02-01;84
CE;5-7 DIAS;2022-02-02;81
CE;5-7 DIAS;2022-02-03;60
CE;5-7 DIAS;2022-02-04;40
CE;5-7 DIAS;2022-02-05;42
CE;5-7 DIAS;2022-02-06;45
CE;5-7 DIAS;2022-02-07;74
CE;8-12 DIAS;2022-01-29;86
CE;8-12 DIAS;2022-01-30;83
CE;8-12 DIAS;2022-01-31;69
CE;8-12 DIAS;2022-02-01;47
CE;8-12 DIAS;2022-02-02;47
CE;8-12 DIAS;2022-02-03;57
CE;8-12 DIAS;2022-02-04;56
CE;8-12 DIAS;2022-02-05;67
CE;8-12 DIAS;2022-02-06;73
CE;8-12 DIAS;2022-02-07;48
CE;ACIMA DE 30 DIAS;2022-01-29;10
CE;ACIMA DE 30 DIAS;2022-01-30;11
CE;ACIMA DE 30 DIAS;2022-01-31;11
CE;ACIMA DE 30 DIAS;2022-02-01;10
CE;ACIMA DE 30 DIAS;2022-02-02;7
CE;ACIMA DE 30 DIAS;2022-02-03;6
CE;ACIMA DE 30 DIAS;2022-02-04;6
CE;ACIMA DE 30 DIAS;2022-02-05;6
CE;ACIMA DE 30 DIAS;2022-02-06;8
CE;ACIMA DE 30 DIAS;2022-02-07;6
CE;SEM DATA DE ABERTURA;2022-01-29;1
CE;SEM DATA DE ABERTURA;2022-01-30;1
CE;SEM DATA DE ABERTURA;2022-01-31;1
CE;SEM DATA DE ABERTURA;2022-02-01;1
CE;SEM DATA DE ABERTURA;2022-02-02;1
CE;SEM DATA DE ABERTURA;2022-02-03;1
CE;SEM DATA DE ABERTURA;2022-02-04;1
CE;SEM DATA DE ABERTURA;2022-02-05;1
CE;SEM DATA DE ABERTURA;2022-02-06;2
CE;SEM DATA DE ABERTURA;2022-02-07;2
DF;0-4 DIAS;2022-01-29;829
DF;0-4 DIAS;2022-01-30;630
DF;0-4 DIAS;2022-01-31;545
DF;0-4 DIAS;2022-02-01;598
DF;0-4 DIAS;2022-02-02;640
DF;0-4 DIAS;2022-02-03;742
DF;0-4 DIAS;2022-02-04;836
DF;0-4 DIAS;2022-02-05;897
DF;0-4 DIAS;2022-02-06;849
DF;0-4 DIAS;2022-02-07;768
DF;13-20 DIAS;2022-01-29;51
DF;13-20 DIAS;2022-01-30;60
DF;13-20 DIAS;2022-01-31;70
DF;13-20 DIAS;2022-02-01;68
DF;13-20 DIAS;2022-02-02;69
DF;13-20 DIAS;2022-02-03;66
DF;13-20 DIAS;2022-02-04;56
DF;13-20 DIAS;2022-02-05;44
DF;13-20 DIAS;2022-02-06;48
DF;13-20 DIAS;2022-02-07;55
DF;21-30 DIAS;2022-01-29;13
DF;21-30 DIAS;2022-01-30;11
DF;21-30 DIAS;2022-01-31;17
DF;21-30 DIAS;2022-02-01;18
DF;21-30 DIAS;2022-02-02;16
DF;21-30 DIAS;2022-02-03;22
DF;21-30 DIAS;2022-02-04;27
DF;21-30 DIAS;2022-02-05;26
DF;21-30 DIAS;2022-02-06;22
DF;21-30 DIAS;2022-02-07;19
DF;5-7 DIAS;2022-01-29;76
DF;5-7 DIAS;2022-01-30;133
DF;5-7 DIAS;2022-01-31;232
DF;5-7 DIAS;2022-02-01;195
DF;5-7 DIAS;2022-02-02;146
DF;5-7 DIAS;2022-02-03;100
DF;5-7 DIAS;2022-02-04;61
DF;5-7 DIAS;2022-02-05;71
DF;5-7 DIAS;2022-02-06;103
DF;5-7 DIAS;2022-02-07;180
DF;8-12 DIAS;2022-01-29;172
DF;8-12 DIAS;2022-01-30;152
DF;8-12 DIAS;2022-01-31;137
DF;8-12 DIAS;2022-02-01;82
DF;8-12 DIAS;2022-02-02;100
DF;8-12 DIAS;2022-02-03;102
DF;8-12 DIAS;2022-02-04;109
DF;8-12 DIAS;2022-02-05;112
DF;8-12 DIAS;2022-02-06;102
DF;8-12 DIAS;2022-02-07;59
DF;ACIMA DE 30 DIAS;2022-01-29;28
DF;ACIMA DE 30 DIAS;2022-01-30;28
DF;ACIMA DE 30 DIAS;2022-01-31;28
DF;ACIMA DE 30 DIAS;2022-02-01;23
DF;ACIMA DE 30 DIAS;2022-02-02;21
DF;ACIMA DE 30 DIAS;2022-02-03;21
DF;ACIMA DE 30 DIAS;2022-02-04;21
DF;ACIMA DE 30 DIAS;2022-02-05;22
DF;ACIMA DE 30 DIAS;2022-02-06;21
DF;ACIMA DE 30 DIAS;2022-02-07;21
DF;SEM DATA DE ABERTURA;2022-01-29;29
DF;SEM DATA DE ABERTURA;2022-01-30;29
DF;SEM DATA DE ABERTURA;2022-01-31;29
DF;SEM DATA DE ABERTURA;2022-02-01;29
DF;SEM DATA DE ABERTURA;2022-02-02;34
DF;SEM DATA DE ABERTURA;2022-02-03;36
DF;SEM DATA DE ABERTURA;2022-02-04;36
DF;SEM DATA DE ABERTURA;2022-02-05;36
DF;SEM DATA DE ABERTURA;2022-02-06;37
DF;SEM DATA DE ABERTURA;2022-02-07;37
ES;0-4 DIAS;2022-01-29;396
ES;0-4 DIAS;2022-01-30;289
ES;0-4 DIAS;2022-01-31;294
ES;0-4 DIAS;2022-02-01;291
ES;0-4 DIAS;2022-02-02;306
ES;0-4 DIAS;2022-02-03;329
ES;0-4 DIAS;2022-02-04;357
ES;0-4 DIAS;2022-02-05;344
ES;0-4 DIAS;2022-02-06;236
ES;0-4 DIAS;2022-02-07;212
ES;13-20 DIAS;2022-01-29;11
ES;13-20 DIAS;2022-01-30;17
ES;13-20 DIAS;2022-01-31;20
ES;13-20 DIAS;2022-02-01;23
ES;13-20 DIAS;2022-02-02;23
ES;13-20 DIAS;2022-02-03;24
ES;13-20 DIAS;2022-02-04;20
ES;13-20 DIAS;2022-02-05;19
ES;13-20 DIAS;2022-02-06;26
ES;13-20 DIAS;2022-02-07;23
ES;21-30 DIAS;2022-01-29;7
ES;21-30 DIAS;2022-01-30;7
ES;21-30 DIAS;2022-01-31;9
ES;21-30 DIAS;2022-02-01;5
ES;21-30 DIAS;2022-02-02;4
ES;21-30 DIAS;2022-02-03;3
ES;21-30 DIAS;2022-02-04;4
ES;21-30 DIAS;2022-02-05;3
ES;21-30 DIAS;2022-02-06;3
ES;21-30 DIAS;2022-02-07;6
ES;5-7 DIAS;2022-01-29;48
ES;5-7 DIAS;2022-01-30;58
ES;5-7 DIAS;2022-01-31;81
ES;5-7 DIAS;2022-02-01;100
ES;5-7 DIAS;2022-02-02;108
ES;5-7 DIAS;2022-02-03;95
ES;5-7 DIAS;2022-02-04;56
ES;5-7 DIAS;2022-02-05;44
ES;5-7 DIAS;2022-02-06;59
ES;5-7 DIAS;2022-02-07;80
ES;8-12 DIAS;2022-01-29;58
ES;8-12 DIAS;2022-01-30;51
ES;8-12 DIAS;2022-01-31;46
ES;8-12 DIAS;2022-02-01;38
ES;8-12 DIAS;2022-02-02;48
ES;8-12 DIAS;2022-02-03;47
ES;8-12 DIAS;2022-02-04;73
ES;8-12 DIAS;2022-02-05;86
ES;8-12 DIAS;2022-02-06;72
ES;8-12 DIAS;2022-02-07;60
ES;ACIMA DE 30 DIAS;2022-01-29;5
ES;ACIMA DE 30 DIAS;2022-01-30;5
ES;ACIMA DE 30 DIAS;2022-01-31;5
ES;ACIMA DE 30 DIAS;2022-02-01;5
