DOCUMENTOASSOCIADO;BI;EXCEL
4-90081523934;2;1
4-90082040511;2;1
4-90085332945;2;1
4-90088134110;2;1
4-90100018172;2;1
4-90132815182;2;1
4-90151102113;2;1
4-90163186843;2;1
4-90164961014;2;1
4-90169580813;2;1
4-90170915258;2;1
4-90185594606;2;1
4-90196277365;2;1
4-90198613463;2;1
4-90199136873;2;1
4-90199505940;2;1
4-90206493379;2;1
4-90212175704;2;1
4-90216883790;2;1
4-90218685010;2;1
4-90222038850;2;1
4-90228387664;2;1
4-90231219010;2;1
4-90231733071;2;1
4-90270522274;2;1
4-90281084330;2;1
4-90290214142;2;1
4-90290915856;2;1
4-90292744566;2;1
4-90293899826;2;1
4-90295514351;2;1
4-90298299271;2;1
4-90301619946;2;1
4-90301959223;2;1
4-90312750290;2;1
4-90315606840;2;1
4-90317570952;2;1
4-90318395286;2;1
4-90322527090;2;1
4-90323584902;2;1
4-90324144513;2;1
4-90328457488;2;1
4-90331972370;2;1
4-90335819541;2;1
4-90340642351;2;1
4-90342265079;2;1
4-90342621718;2;1
4-90348811357;2;1
4-90396202144;2;1
4-90399439048;2;1
4-90400178026;2;1
4-90400583290;2;1
4-90401152817;2;1
4-90402812922;2;1
4-90405895121;2;1
4-90408708584;2;1
4-90413021686;2;1
4-90425068682;2;1
4-90428259221;2;1
4-90433300779;2;1
4-90649697917;2;1
4-90651160661;2;1
4-90663006599;2;1
4-90672524538;2;1
4-90680285776;2;1
4-90694617288;2;1
4-90694957676;2;1
4-90699636499;2;1
4-90702793230;2;1
4-90704236770;2;1
4-90705855253;2;1
4-90706893225;2;1
4-90712175759;2;1
4-90713563167;2;1
4-90718522197;2;1
4-90798842514;2;1
4-90799977954;2;1
4-90800174571;2;1
4-90805479005;2;1
4-90805965903;2;1
4-90808520831;2;1
4-90812529718;2;1
4-90813616940;2;1
4-90814878808;2;1
4-90819762925;2;1
4-90825023444;2;1
4-90829348496;2;1
4-90829485797;2;1
4-90831033441;2;1
4-90832680774;2;1
4-90837850294;2;1
4-90840930627;2;1
4-90841197030;2;1
4-90842942151;2;1
4-90851430288;2;1
4-90860530443;2;1
4-90863468898;2;1
4-90873840101;2;1
4-90877999397;2;1
4-90881192858;2;1
4-90887600123;2;1
4-90889149785;2;1
4-90892121616;2;1
4-90893787238;2;1
4-90894146786;2;1
4-90894824095;2;1
4-90895568428;2;1
4-90910830097;2;1
4-90969006390;2;1
4-90979638254;2;1
4-90985352163;2;1
4-90985949259;2;1
4-90986491108;2;1
4-90988474320;2;1
4-90990860012;2;1
4-91007271754;2;1
4-91007966549;2;1
4-91010028092;2;1
4-91012190276;2;1
4-91015316895;2;1
4-91015838709;2;1
4-91017048092;2;1
4-91017258240;2;1
4-91018794121;2;1
4-91020235554;2;1
4-91024312316;2;1
4-91029267511;2;1
4-91030557676;2;1
4-91033186159;2;1
4-91035387622;2;1
4-91037344360;2;1
4-91037933632;2;1
4-91038633701;2;1
4-91039866313;2;1
4-91040605283;2;1
4-91042947188;2;1
4-91044298377;2;1
4-91044315594;2;1
4-91046908368;2;1
4-91047972891;2;1
4-91050232196;2;1
4-91050441290;2;1
4-91051460972;2;1
4-91052751801;2;1
4-91054444301;2;1
4-91059655536;2;1
4-91087531228;2;1
4-91091130154;2;1
4-91100899044;2;1
4-91102304792;2;1
4-91105038121;2;1
4-91106204895;2;1
4-91112710116;2;1
4-91114475762;2;1
4-91116730026;2;1
4-91117534501;2;1
4-91119712509;2;1
4-91121468277;2;1
4-91123171068;2;1
4-91128475457;2;1
4-91132725842;2;1
4-91132793813;2;1
4-91133629856;2;1
4-91133719886;2;1
4-91133765009;2;1
4-91134226424;2;1
4-91134343332;2;1
4-91135808487;2;1
4-91139179598;2;1
4-91139848549;2;1
4-91143885456;2;1
4-91145432468;2;1
4-91147744633;2;1
4-91147894916;2;1
4-91148998023;2;1
4-91150191256;2;1
4-91151156927;2;1
4-91151711122;2;1
4-91151759277;2;1
4-91154102519;2;1
4-91155064423;2;1
4-91157830697;2;1
4-91158399355;2;1
4-91158913133;2;1
4-91159561441;2;1
4-91160843691;2;1
4-91163912194;2;1
4-91164754818;2;1
4-91168346273;2;1
4-91168930225;2;1
4-91169503020;2;1
4-91172111560;2;1
4-91175378214;2;1
4-91214403750;2;1
4-91217146152;2;1
4-91218304595;2;1
4-91218729167;2;1
4-91222135057;2;1
4-91225457200;2;1
4-91227335524;2;1
4-91231412918;2;1
4-91232379244;2;1
4-91242543321;2;1
4-91243488558;2;1
4-91246351670;2;1
4-91248014288;2;1
4-91248129092;2;1
4-91248131592;2;1
4-91248346038;2;1
4-90060567522;2;1
4-90063671715;2;1
4-90064312901;2;1
4-90064712873;2;1
4-90068470371;2;1
4-90084259734;2;1
4-90085218989;2;1
4-90087015519;2;1
4-90088621154;2;1
4-90143089738;2;1
4-90165055508;2;1
4-90178156360;2;1
4-90185545385;2;1
4-90197845801;2;1
4-90199459802;2;1
4-90201688890;2;1
4-90204751761;2;1
4-90206965018;2;1
4-90209210137;2;1
4-90213484254;2;1
4-90213674151;2;1
4-90216881514;2;1
4-90219251530;2;1
4-90222556891;2;1
4-90223195730;2;1
4-90224177112;2;1
4-90224507677;2;1
4-90224903824;2;1
4-90228448890;2;1
4-90228650470;2;1
4-90232070336;2;1
4-90274058236;2;1
4-90282927507;2;1
4-90295428026;2;1
4-90305117150;2;1
4-90310452396;2;1
4-90314427679;2;1
4-90319293564;2;1
4-90323129155;2;1
4-90325076862;2;1
4-90331168709;2;1
4-90333622170;2;1
4-90334805768;2;1
4-90336652505;2;1
4-90348186361;2;1
4-90349184422;2;1
4-90406335751;2;1
4-90410393411;2;1
4-90410881475;2;1
4-90413537259;2;1
4-90414668381;2;1
4-90415019764;2;1
4-90416304924;2;1
4-90416574775;2;1
4-90422687997;2;1
4-90464642211;2;1
4-90474714837;2;1
4-90637093347;2;1
4-90643347537;2;1
4-90650850721;2;1
4-90656177198;2;1
4-90670801939;2;1
4-90671941886;2;1
4-90679165812;2;1
4-90683570716;2;1
4-90692136115;2;1
4-90695422688;2;1
4-90705321835;2;1
4-90705348249;2;1
4-90706135950;2;1
4-90706439303;2;1
4-90709273020;2;1
4-90709809836;2;1
4-90711433185;2;1
4-90712912573;2;1
4-90713945333;2;1
4-90717543663;2;1
4-90730531776;2;1
4-90733910080;2;1
4-90795976790;2;1
4-90804004630;2;1
4-90811329100;2;1
4-90811824773;2;1
4-90813463990;2;1
4-90815012387;2;1
4-90822726968;2;1
4-90823851205;2;1
4-90828734101;2;1
4-90838085609;2;1
4-90839055373;2;1
4-90839306106;2;1
4-90839729557;2;1
4-90843207905;2;1
4-90844182917;2;1
4-90848722081;2;1
4-90849327093;2;1
4-90852050723;2;1
4-90853569206;2;1
4-90855219669;2;1
4-90855351037;2;1
4-90857046619;2;1
4-90861532524;2;1
4-90863601750;2;1
4-90864805225;2;1
4-90874743080;2;1
4-90880089435;2;1
4-90884479492;2;1
4-90884800188;2;1
4-90889600155;2;1
4-90893631119;2;1
4-90896716588;2;1
4-90904753815;2;1
4-90923843586;2;1
4-90924385681;2;1
4-90969153888;2;1
4-90972690192;2;1
4-90978072918;2;1
4-90984107751;2;1
4-90986244589;2;1
4-90987400207;2;1
4-90989685774;2;1
4-90991641568;2;1
4-90994413742;2;1
4-90997340146;2;1
4-90998470843;2;1
4-90999099055;2;1
4-90999747994;2;1
4-91004036849;2;1
4-91011244073;2;1
4-91015278107;2;1
4-91015762743;2;1
4-91016664771;2;1
4-91017968199;2;1
4-91020825453;2;1
4-91022511156;2;1
4-91027514753;2;1
4-91028233953;2;1
4-91030511475;2;1
4-91031307472;2;1
4-91031318532;2;1
4-91031547306;2;1
4-91031719549;2;1
4-91034034407;2;1
4-91035818686;2;1
4-91036349958;2;1
4-91037427494;2;1
4-91038150960;2;1
4-91038972033;2;1
4-91043156728;2;1
4-91043372977;2;1
4-91043964350;2;1
4-91044696602;2;1
4-91045994594;2;1
4-91046032833;2;1
4-91047933660;2;1
4-91052092756;2;1
4-91053501137;2;1
4-91055274404;2;1
4-91060325701;2;1
4-91085918548;2;1
4-91095859514;2;1
4-91098680600;2;1
4-91101677076;2;1
4-91101892167;2;1
4-91102894271;2;1
4-91103926702;2;1
4-91108289429;2;1
4-91112103751;2;1
4-91116855244;2;1
4-91117734354;2;1
4-91118776362;2;1
4-91119192898;2;1
4-91120730948;2;1
4-91121467524;2;1
4-91124568979;2;1
4-91124802081;2;1
4-91125301167;2;1
4-91125617169;2;1
4-91125853537;2;1
4-91131626368;2;1
4-91133012910;2;1
4-91135705703;2;1
4-91137282340;2;1
4-91137348733;2;1
4-91138524167;2;1
4-91138804749;2;1
4-91142121006;2;1
4-91142974617;2;1
4-91146495734;2;1
4-91147049235;2;1
4-91147233769;2;1
4-91148627233;2;1
4-91149494648;2;1
4-91149716990;2;1
4-91149992371;2;1
4-91152760077;2;1
4-91153530764;2;1
4-91157060701;2;1
4-91157129742;2;1
4-91157420499;2;1
4-91157446329;2;1
4-91158114593;2;1
4-91159320121;2;1
4-91159517965;2;1
4-91160761473;2;1
4-91162505075;2;1
4-91164175140;2;1
4-91164499225;2;1
4-91164993683;2;1
4-91166039882;2;1
4-91171710955;2;1
4-91172453388;2;1
4-91174078822;2;1
4-91174317951;2;1
4-91175356261;2;1
4-91212120852;2;1
4-91213659990;2;1
4-91215305544;2;1
4-91216291981;2;1
4-91217234206;2;1
4-91249249107;2;1
4-91249467690;2;1
4-91249632703;2;1
4-91251236060;2;1
4-91251585127;2;1
4-91253494337;2;1
4-91255720416;2;1
4-91255787020;2;1
4-91256324947;2;1
4-91256464915;2;1
4-91257830969;2;1
4-91260889392;2;1
4-91263823002;2;1
4-91265798029;2;1
4-91268125511;2;1
4-91268270794;2;1
4-91271190722;2;1
4-91273448110;2;1
4-91273970908;2;1
4-91276360334;2;1
4-91277816186;2;1
4-91278434413;2;1
4-91280915057;2;1
4-91289259176;2;1
4-91316314835;2;1
4-91319123921;2;1
4-91320162823;2;1
4-91325896059;2;1
4-91326419257;2;1
4-91327769637;2;1
4-91330458883;2;1
4-91330577305;2;1
4-91330999485;2;1
4-91332143300;2;1
4-91333371364;2;1
4-91333453113;2;1
4-91334519294;2;1
4-91335999488;2;1
4-91336222551;2;1
4-91338645822;2;1
4-91348550144;2;1
4-91356279435;2;1
4-91356905701;2;1
4-91358043654;2;1
4-91358356357;2;1
4-91376268967;2;1
4-91385114617;2;1
4-91395219224;2;1
4-91396223905;2;1
4-91454401679;2;1
4-91455505913;2;1
4-91456667875;2;1
4-91459241919;2;1
4-91463922236;2;1
4-91467463470;2;1
4-91468807786;2;1
4-91469614771;2;1
4-91470440224;2;1
4-91471099897;2;1
4-91472171064;2;1
4-91473331919;2;1
4-91474163706;2;1
4-91476833169;2;1
4-91477724311;2;1
4-91480519233;2;1
4-91481011900;2;1
4-91481368240;2;1
4-91483363082;2;1
4-91484850738;2;1
4-91485085892;2;1
4-91486656602;2;1
4-91487447771;2;1
4-91489523551;2;1
4-91489892184;2;1
4-91490099487;2;1
4-91490156789;2;1
4-91493653638;2;1
4-91493919772;2;1
4-91495139168;2;1
4-91496217778;2;1
4-91496507930;2;1
4-91497041935;2;1
4-91498936280;2;1
4-91498957197;2;1
4-91499808216;2;1
4-91500301548;2;1
4-91500379555;2;1
4-91502817092;2;1
4-91503391208;2;1
4-91503420098;2;1
4-91503424496;2;1
4-91503746344;2;1
4-91504133798;2;1
4-91504550547;2;1
4-91504851714;2;1
4-91505122559;2;1
4-91505264435;2;1
4-91506361934;2;1
4-91507213809;2;1
4-91507263311;2;1
4-91508030212;2;1
4-91509374585;2;1
4-91509516816;2;1
4-91511800546;2;1
4-91512242961;2;1
4-91513643231;2;1
4-91514275008;2;1
4-91514679353;2;1
4-91514704330;2;1
4-91517515140;2;1
4-91520982983;2;1
4-91525310491;2;1
4-91527571621;2;1
4-91529315275;2;1
4-91532218922;2;1
4-91533327037;2;1
4-91534268105;2;1
4-91536186208;2;1
4-91537814516;2;1
4-91540316295;2;1
4-91540593767;2;1
4-91542348076;2;1
4-91588777136;2;1
4-91589952193;2;1
4-91592047146;2;1
4-91593014707;2;1
4-91595332951;2;1
4-91597246118;2;1
4-91597494479;2;1
4-91597931733;2;1
4-91600992938;2;1
4-91604155513;2;1
4-91608972752;2;1
4-91613779349;2;1
4-91614666317;2;1
4-91614934653;2;1
4-91616006382;2;1
4-91616485572;2;1
4-91617694212;2;1
4-91618904370;2;1
4-91618998852;2;1
4-91622808265;2;1
4-91623034748;2;1
4-91623547124;2;1
4-91623917100;2;1
4-91624588675;2;1
4-91625345656;2;1
4-91629648711;2;1
4-91629822741;2;1
4-91629892006;2;1
4-91630224499;2;1
4-91631477283;2;1
4-91633247524;2;1
4-91634801162;2;1
4-91634966764;2;1
4-91635860980;2;1
4-91639153969;2;1
4-91640053698;2;1
4-91640227297;2;1
4-91640675463;2;1
4-91642120095;2;1
4-91642304411;2;1
4-91642308381;2;1
4-91642375314;2;1
4-91642813259;2;1
4-91643420084;2;1
4-91644562734;2;1
4-91645124114;2;1
4-91645565501;2;1
4-91645875538;2;1
4-91646727581;2;1
4-91646972284;2;1
4-91648087219;2;1
4-91648101875;2;1
4-91648497212;2;1
4-91651165906;2;1
4-91652268061;2;1
4-91652662694;2;1
4-91654819901;2;1
4-91655014313;2;1
4-91659165740;2;1
4-91660951433;2;1
4-91665229569;2;1
4-91667386321;2;1
4-91708743285;2;1
4-91714839556;2;1
4-91716129492;2;1
4-91721540696;2;1
4-91722179173;2;1
4-91722773194;2;1
4-91724265220;2;1
4-91725328988;2;1
4-91725712847;2;1
4-91726264598;2;1
4-91728564999;2;1
4-91729081841;2;1
4-91729871629;2;1
4-91729937587;2;1
4-91731433581;2;1
4-91731953368;2;1
4-91732557724;2;1
4-91733773895;2;1
4-91738505240;2;1
4-91738592681;2;1
4-91741283562;2;1
4-91741304356;2;1
4-91741765458;2;1
4-91742857520;2;1
4-91742907641;2;1
4-91744074568;2;1
4-91744420612;2;1
4-91744768226;2;1
4-91747212032;2;1
4-91747733197;2;1
4-91749077938;2;1
4-91749845973;2;1
4-91752893378;2;1
4-91753510563;2;1
4-91757677130;2;1
4-91757972628;2;1
4-91760096118;2;1
4-91761221876;2;1
4-91763248595;2;1
4-91769936704;2;1
4-91771417626;2;1
4-91778125727;2;1
4-91784450634;2;1
4-91217237086;2;1
4-91219804655;2;1
4-91223423241;2;1
4-91225136173;2;1
4-91225836736;2;1
4-91226288580;2;1
4-91226471680;2;1
4-91226854514;2;1
4-91228422242;2;1
4-91228494975;2;1
4-91228605768;2;1
4-91235090256;2;1
4-91235367807;2;1
4-91240708868;2;1
4-91245245728;2;1
4-91246739498;2;1
4-91248244941;2;1
4-91249773928;2;1
4-91252361541;2;1
4-91253195904;2;1
4-91254981370;2;1
4-91255142450;2;1
4-91257925751;2;1
4-91259757017;2;1
4-91260431142;2;1
4-91261787633;2;1
4-91263319503;2;1
4-91264640243;2;1
4-91266620834;2;1
4-91268094408;2;1
4-91269693203;2;1
4-91270068029;2;1
4-91270323472;2;1
4-91271388027;2;1
4-91273883625;2;1
4-91277182868;2;1
4-91278534781;2;1
4-91278902291;2;1
4-91280325351;2;1
4-91280442265;2;1
4-91282003872;2;1
4-91283355103;2;1
4-91288241196;2;1
4-91317789857;2;1
4-91321787538;2;1
4-91322209517;2;1
4-91326002715;2;1
4-91327009051;2;1
4-91327182486;2;1
4-91332636089;2;1
4-91333430610;2;1
4-91334039064;2;1
4-91338967109;2;1
4-91339195852;2;1
4-91342717976;2;1
4-91342871593;2;1
4-91343674740;2;1
4-91352505956;2;1
4-91363294799;2;1
4-91380611581;2;1
4-91385259580;2;1
4-91387991361;2;1
4-91455745155;2;1
4-91464498453;2;1
4-91466435708;2;1
4-91469235499;2;1
4-91469664515;2;1
4-91469893322;2;1
4-91470296180;2;1
4-91471479855;2;1
4-91472250388;2;1
4-91473559113;2;1
4-91477043978;2;1
4-91478915046;2;1
4-91481741469;2;1
4-91483406732;2;1
4-91484423892;2;1
4-91485408560;2;1
4-91490514949;2;1
4-91490705906;2;1
4-91490846077;2;1
4-91495117784;2;1
4-91495777998;2;1
4-91499220241;2;1
4-91499380073;2;1
4-91499693326;2;1
4-91500000120;2;1
4-91500514431;2;1
4-91501774971;2;1
4-91502330142;2;1
4-91502533344;2;1
4-91504589050;2;1
4-91504801855;2;1
4-91505341371;2;1
4-91506967673;2;1
4-91507693389;2;1
4-91508239800;2;1
4-91508609938;2;1
4-91509987038;2;1
4-91510247934;2;1
4-91510652661;2;1
4-91511172743;2;1
4-91512211722;2;1
4-91512402257;2;1
4-91516267500;2;1
4-91516958727;2;1
4-91517396489;2;1
4-91517423839;2;1
4-91520989682;2;1
4-91521773140;2;1
4-91523750397;2;1
4-91524068041;2;1
4-91524078344;2;1
4-91526082171;2;1
4-91526314494;2;1
4-91526756611;2;1
4-91527489117;2;1
4-91528375807;2;1
4-91528640433;2;1
4-91529510120;2;1
4-91529973493;2;1
4-91530701140;2;1
4-91531249760;2;1
4-91531343212;2;1
4-91531820012;2;1
4-91532826165;2;1
4-91534877087;2;1
4-91536286866;2;1
4-91537777112;2;1
4-91538726936;2;1
4-91540654949;2;1
4-91541359824;2;1
4-91542291070;2;1
4-91577986117;2;1
4-91585798318;2;1
4-91590225294;2;1
4-91592141103;2;1
4-91593309527;2;1
4-91594567758;2;1
4-91596170830;2;1
4-91597430339;2;1
4-91598641184;2;1
4-91598687264;2;1
4-91600376821;2;1
4-91600745855;2;1
4-91601610284;2;1
4-91601911358;2;1
4-91605788448;2;1
4-91607243496;2;1
4-91607395327;2;1
4-91610834462;2;1
4-91611912463;2;1
4-91612386505;2;1
4-91613200815;2;1
4-91616205916;2;1
4-91617814702;2;1
4-91618874698;2;1
4-91623279243;2;1
4-91623296212;2;1
4-91623932664;2;1
4-91625385947;2;1
4-91626960321;2;1
4-91626998426;2;1
4-91628519177;2;1
4-91628593690;2;1
4-91629156663;2;1
4-91629250227;2;1
4-91632262724;2;1
4-91632764406;2;1
4-91635475074;2;1
4-91636154603;2;1
4-91636721815;2;1
4-91638263479;2;1
4-91638425276;2;1
4-91640376279;2;1
4-91642990766;2;1
4-91643021457;2;1
4-91643563810;2;1
4-91645898155;2;1
4-91647250079;2;1
4-91648434774;2;1
4-91649033691;2;1
4-91649278454;2;1
4-91650262731;2;1
4-91653644686;2;1
4-91654587876;2;1
4-91654975177;2;1
4-91655131549;2;1
4-91655368742;2;1
4-91655924803;2;1
4-91656134919;2;1
4-91656620985;2;1
4-91656995926;2;1
4-91657273055;2;1
4-91664882424;2;1
4-91671329741;2;1
4-91700822661;2;1
4-91703674321;2;1
4-91706750999;2;1
4-91708670402;2;1
4-91712989455;2;1
4-91715146140;2;1
4-91716772939;2;1
4-91717528526;2;1
4-91721089281;2;1
4-91722363774;2;1
4-91722477180;2;1
4-91723520740;2;1
4-91724318903;2;1
4-91725798598;2;1
4-91728888842;2;1
4-91729381841;2;1
4-91729659134;2;1
4-91730952826;2;1
4-91732173454;2;1
4-91734868426;2;1
4-91736271295;2;1
4-91736689011;2;1
4-91737333363;2;1
4-91738248226;2;1
4-91739192093;2;1
4-91740733521;2;1
4-91745134517;2;1
4-91746203831;2;1
4-91746639372;2;1
4-91747460889;2;1
4-91749141097;2;1
4-91751430552;2;1
4-91751505696;2;1
4-91752755101;2;1
4-91752812118;2;1
4-91755121404;2;1
4-91755547504;2;1
4-91756193855;2;1
4-91758564654;2;1
4-91761374445;2;1
4-91762655840;2;1
4-91763907265;2;1
4-91764787570;2;1
4-91766414398;2;1
4-91768612525;2;1
4-91771150173;2;1
4-91771185268;2;1
4-91771289547;2;1
4-91771779412;2;1
4-91773865364;2;1
4-91774280476;2;1
4-91777876711;2;1
4-91783676422;2;1
4-33572051139;2;1
4-46983915383;2;1
4-47027629539;2;1
4-47119685360;2;1
4-47119883442;2;1
4-47173149931;2;1
4-47331520280;2;1
4-47362378757;2;1
4-47365295752;2;1
4-47559517037;2;1
4-47559873341;2;1
4-47616502579;2;1
4-47858029005;2;1
4-48456068045;2;1
4-48470439202;2;1
4-48599134403;2;1
4-48601957530;2;1
4-48948008555;2;1
4-49013982635;2;1
4-49243571119;2;1
4-49305585423;2;1
4-49307504059;2;1
4-49403775135;2;1
4-49428108914;2;1
4-49633795402;2;1
4-50072661413;2;1
4-50101831587;2;1
4-51237292668;2;1
4-51330947335;2;1
4-51477803795;2;1
4-51492028893;2;1
4-51610142419;2;1
4-51796729168;2;1
4-52404018458;2;1
4-52492711696;2;1
4-53134161870;2;1
4-53612293554;2;1
4-53736676552;2;1
4-54067755465;2;1
4-54153633428;2;1
4-54273775028;2;1
4-54279083354;2;1
4-54561937453;2;1
4-54575422322;2;1
4-54783593976;2;1
4-54872726751;2;1
4-55056165704;2;1
4-55351953711;2;1
4-55581483718;2;1
4-55740415741;2;1
4-56426472364;2;1
4-56427931716;2;1
4-56439885609;2;1
4-56559982829;2;1
4-56607852182;2;1
4-57099532942;2;1
4-57260607001;2;1
4-57446080715;2;1
4-57878367925;2;1
4-57953438417;2;1
4-58075215570;2;1
4-58112136302;2;1
4-58284118123;2;1
4-58681752055;2;1
4-58776078611;2;1
4-58780166874;2;1
4-58787609869;2;1
4-58814817914;2;1
4-58916018934;2;1
4-59199037069;2;1
4-59222005986;2;1
4-59508912310;2;1
4-59598935417;2;1
4-59669908354;2;1
4-60246370261;2;1
4-60324157231;2;1
4-60580526557;2;1
4-60942747632;2;1
4-61411147605;2;1
4-61415715693;2;1
4-62393870372;2;1
4-62400966610;2;1
4-62424603769;2;1
4-62549873154;2;1
4-62556808058;2;1
4-62837011915;2;1
4-63680275698;2;1
4-63849525370;2;1
4-64092053682;2;1
4-64394837251;2;1
4-65097423308;2;1
4-65131502975;2;1
4-66100754719;2;1
4-66596615806;2;1
4-67108701688;2;1
4-67114350889;2;1
4-67122680993;2;1
4-67378950333;2;1
4-67543852678;2;1
4-68249279372;2;1
4-68428734547;2;1
4-69083856115;2;1
4-69601926016;2;1
4-69904761490;2;1
4-70076339635;2;1
4-70288190587;2;1
4-70300463545;2;1
4-70324675903;2;1
4-71017714837;2;1
4-71059678600;2;1
4-71182672558;2;1
4-71320857101;2;1
4-71333799309;2;1
4-72082744251;2;1
4-72492392377;2;1
4-72732525927;2;1
4-72934645487;2;1
4-73392459065;2;1
4-74574877353;2;1
4-74635972193;2;1
4-74648890768;2;1
4-74740787597;2;1
4-74933917539;2;1
4-75085942139;2;1
4-75337875507;2;1
4-75639476884;2;1
4-75652903936;2;1
4-75819592259;2;1
4-76410235065;2;1
4-76487189352;2;1
4-76489213210;2;1
4-76733840423;2;1
4-76785190823;2;1
4-76805363678;2;1
4-77340040584;2;1
4-78135124746;2;1
4-78137531909;2;1
4-78289897251;2;1
4-79390437842;2;1
4-79667739129;2;1
4-80387645111;2;1
4-80991224296;2;1
4-81477414342;2;1
4-83163473377;2;1
4-84467937131;2;1
4-84491647028;2;1
4-84917252824;2;1
4-84928174405;2;1
4-85156468210;2;1
4-85447187008;2;1
4-85932518960;2;1
4-86466247606;2;1
4-87230467108;2;1
4-87234305710;2;1
4-87378881254;2;1
4-87450293021;2;1
4-87495723436;2;1
4-88084743100;2;1
4-88108680287;2;1
4-88118423522;2;1
4-88218107554;2;1
4-88237155049;2;1
4-88243244737;2;1
4-88334511018;2;1
4-88341506437;2;1
4-88349633450;2;1
4-88382620595;2;1
4-88417923523;2;1
4-88500159521;2;1
4-88520617611;2;1
4-88587894104;2;1
4-88614991273;2;1
4-88695535798;2;1
4-88833306824;2;1
4-88850255713;2;1
4-88887601694;2;1
4-88983326799;2;1
4-89003601353;2;1
4-89004757157;2;1
4-89017279933;2;1
4-89021884717;2;1
4-89057204410;2;1
4-89060572563;2;1
4-89088287737;2;1
4-89093776297;2;1
4-89109821647;2;1
4-89153424318;2;1
4-89153580792;2;1
4-89317359095;2;1
4-89400526005;2;1
4-89404336353;2;1
4-89704965809;2;1
4-89717068606;2;1
4-89739259278;2;1
4-89777810446;2;1
4-89779713970;2;1
4-89805415974;2;1
4-89852523457;2;1
4-89855120267;2;1
4-89863801942;2;1
4-89906739401;2;1
4-89924080884;2;1
4-89924219522;2;1
4-89924632539;2;1
4-89929056916;2;1
4-89929541328;2;1
4-89931194210;2;1
4-90037691620;2;1
4-90041348144;2;1
4-90051148449;2;1
4-90061889940;2;1
4-90065717513;2;1
4-90066617317;2;1
4-90067432077;2;1
4-90069305326;2;1
4-90070026406;2;1
4-90084949059;2;1
4-90086442182;2;1
4-90088716179;2;1
4-90092734908;2;1
4-90141785016;2;1
4-90141816597;2;1
4-90158288874;2;1
4-90162274752;2;1
4-90167389779;2;1
4-90167839650;2;1
4-90183237081;2;1
4-90186937200;2;1
4-90190707883;2;1
4-90190760217;2;1
4-90193792169;2;1
4-90194386533;2;1
4-90201513314;2;1
4-90202296721;2;1
4-90202785484;2;1
4-90204548543;2;1
4-90210027903;2;1
4-90219740718;2;1
4-90220736639;2;1
4-90232705694;2;1
4-90280435076;2;1
4-90282289228;2;1
4-90283208918;2;1
4-90287183042;2;1
4-90291958837;2;1
4-90293846445;2;1
4-90295644194;2;1
4-90295965811;2;1
4-90299603389;2;1
4-90313439793;2;1
4-90314504212;2;1
4-90318342305;2;1
4-90318744609;2;1
4-90320943411;2;1
4-90326550370;2;1
4-90331137184;2;1
4-90337398569;2;1
4-90345793751;2;1
4-90383097922;2;1
4-90396128032;2;1
4-90399337715;2;1
4-90405571224;2;1
4-90408298201;2;1
4-90410855920;2;1
4-90415076711;2;1
4-90417240564;2;1
4-90426912273;2;1
4-90435793602;2;1
4-90466684488;2;1
4-90634203870;2;1
4-90637995505;2;1
4-90646493061;2;1
4-90659408377;2;1
4-90664433212;2;1
4-90666821342;2;1
4-90673419546;2;1
4-90676835387;2;1
4-90678000425;2;1
4-90679040128;2;1
4-90679580217;2;1
4-90684582268;2;1
4-90690423317;2;1
4-90694578427;2;1
4-90696044382;2;1
4-90697908955;2;1
4-90698837923;2;1
4-90702380167;2;1
4-90706409228;2;1
4-90711873611;2;1
4-90717813665;2;1
4-90720283320;2;1
4-90722183818;2;1
4-90726761114;2;1
4-90730241675;2;1
4-90731169025;2;1
4-90790045098;2;1
4-90793571562;2;1
4-90797968980;2;1
4-90802990299;2;1
4-90806184249;2;1
4-90814266206;2;1
4-90814827008;2;1
4-90818456602;2;1
4-90820045863;2;1
4-90837433691;2;1
4-90841620107;2;1
4-90842602349;2;1
4-90853092715;2;1
4-90854326096;2;1
4-90854605165;2;1
4-90855633009;2;1
4-90856088763;2;1
4-90859797150;2;1
4-90866291513;2;1
4-90866343235;2;1
4-90871381848;2;1
4-90871947452;2;1
4-90881859594;2;1
4-90885364684;2;1
4-90886165154;2;1
4-90893175756;2;1
4-90894231165;2;1
4-90899812273;2;1
4-90907429291;2;1
4-90971190979;2;1
4-90981727965;2;1
4-90990781500;2;1
4-90992396964;2;1
4-90993586483;2;1
4-90994691149;2;1
4-90996865265;2;1
4-90997132022;2;1
4-90997541440;2;1
4-91003928850;2;1
4-91007287666;2;1
4-91007624050;2;1
4-91007770599;2;1
4-91009771995;2;1
4-91010424798;2;1
4-91013195353;2;1
4-91014239543;2;1
4-91014398116;2;1
4-91014587059;2;1
4-91018996431;2;1
4-91020113360;2;1
4-91020293536;2;1
4-91022451655;2;1
4-91024165818;2;1
4-91024442310;2;1
4-91027386702;2;1
4-91032983327;2;1
4-91033464030;2;1
4-91035847984;2;1
4-91038257394;2;1
4-91043451639;2;1
4-91044068649;2;1
4-91046211744;2;1
4-91047103716;2;1
4-91048445593;2;1
4-91051733199;2;1
4-91053272841;2;1
4-91054730739;2;1
4-91054890247;2;1
4-91091989610;2;1
4-91099340322;2;1
